epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.025346374458500315,-0.025346374458500315,0.02521960362792015,-0.02521960362792015
1,0.033146720048343105,-0.033146720048343105,0.08687209012029377,-0.08687209002503521
2,0.07942363713019868,-0.07942363713019868,0.09598501383169601,-0.09598501383169601
3,0.12096716428942932,-0.12096716428942932,0.21100930195965178,-0.21100930195965178
4,0.16881102623153307,-0.16881102623153307,0.2924505077268435,-0.2924505077268435
5,0.2235381524939959,-0.2235381524939959,0.35284545092277875,-0.3528454511132959
6,0.2616405065460222,-0.2616405065460222,0.4144774202886782,-0.4144774202886782
7,0.27730821372676473,-0.27730821372676473,0.4076136796986131,-0.4076136796986131
8,0.3016967087904186,-0.3016967087904186,0.4210980490939777,-0.4210980490939777
9,0.331273796411366,-0.331273796411366,0.4215805398819109,-0.4215805398819109
10,0.34877103364712647,-0.34877103364712647,0.45465073762419017,-0.45465073762419017
11,0.34778557556670514,-0.34778557556670514,0.44487969001678573,-0.44487969001678573
12,0.3698942960640274,-0.3698942960640274,0.46973938152670314,-0.46973938152670314
13,0.38291428198869787,-0.3829142818954824,0.443973994146199,-0.443973994146199
14,0.3845599462828325,-0.3845599462828325,0.48859815592090833,-0.48859815592090833
15,0.399392242006578,-0.39939224182014704,0.4698164960689477,-0.4698164960689477
16,0.4018600793743474,-0.4018600791879165,0.479903510090423,-0.479903510090423
17,0.41206285746317023,-0.41206285746317023,0.48945047248444057,-0.48945047248444057
18,0.4150984136252876,-0.4150984136252876,0.49171611827258105,-0.49171611827258105
19,0.42615652079023986,-0.42615652079023986,0.48591569199409657,-0.48591569199409657
20,0.42218392179201925,-0.42218392179201925,0.4873343164517999,-0.4873343164517999
21,0.43446878757297835,-0.43446878757297835,0.5232069428380766,-0.5232069428380766
22,0.4376561558598168,-0.4376561558598168,0.5245580391252422,-0.5245580391252422
23,0.4565418497913112,-0.4565418497913112,0.4966835273999602,-0.4966835273999602
24,0.4457707573410866,-0.4457707573410866,0.5058539205218014,-0.5058539205218014
25,0.45148356686328756,-0.45148356686328756,0.5249468960174143,-0.5249468960174143
26,0.46824691586456096,-0.46824691586456096,0.5360015772249056,-0.5360015774154228
27,0.46039228243844865,-0.46039228243844865,0.5177312858572833,-0.5177312858572833
28,0.4683552513812886,-0.4683552513812886,0.508741503219082,-0.508741503219082
29,0.4771836500438438,-0.4771836500438438,0.5373986189768195,-0.5373986185957852
30,0.46862257331263496,-0.46862257331263496,0.5297082653328709,-0.5297082653328709
31,0.48660033264790825,-0.48660033264790825,0.5330001801116282,-0.5330001801116282
32,0.4710572417342737,-0.4710572417342737,0.5400938161431926,-0.5400938161431926
33,0.48702701065985615,-0.48702701065985615,0.5350614994628244,-0.5350614994628244
34,0.482080818740676,-0.482080818740676,0.5312008964432591,-0.5312008964432591
35,0.49569413747715035,-0.49569413747715035,0.5386585908937672,-0.5386585905127329
36,0.49638974698555055,-0.49638974698555055,0.5512575881821768,-0.5512575881821768
37,0.4966041041176909,-0.4966041041176909,0.5518050317894923,-0.5518050321705266
38,0.49162028875065444,-0.49162028875065444,0.5645198901494344,-0.5645198899589173
39,0.4983134767751378,-0.4983134767751378,0.5555474486253033,-0.5555474486253033
40,0.5060674300462247,-0.5060674298597938,0.5622229230186166,-0.5622229230186166
41,0.5039793163458081,-0.5039793163458081,0.553716839666236,-0.553716839666236
42,0.5066897950074415,-0.5066897950074415,0.5374827727335229,-0.5374827727335229
43,0.5078196301590235,-0.5078196301590235,0.5604024783661377,-0.5604024783661377
44,0.5115580181120974,-0.5115580181120974,0.5584313867843315,-0.5584313867843315
45,0.5204408949672163,-0.5204408947807854,0.547821450070159,-0.547821450070159
46,0.5187241693391025,-0.5187241693391025,0.57205937899411,-0.5720593786130758
47,0.526666334742835,-0.526666334742835,0.5422718616381084,-0.542271861257074
48,0.5259843678534084,-0.5259843678534084,0.551149959705736,-0.551149959705736
49,0.5184535410811157,-0.5184535410811157,0.5351395555282836,-0.5351395555282836
50,0.5210741902697396,-0.5210741902697396,0.5773156893852095,-0.5773156893852095
51,0.5352794180979571,-0.5352794180979571,0.5640093469728618,-0.5640093469728618
52,0.5206576066958893,-0.5206576066958893,0.5777902509523853,-0.577790250571351
53,0.5254831998288578,-0.5254831998288578,0.5627021465127326,-0.5627021465127326
54,0.5429412528166716,-0.5429412528166716,0.5619305211387269,-0.5619305209482097
55,0.5273191076074998,-0.5273191076074998,0.5620119021363454,-0.5620119021363454
56,0.5355299039276931,-0.5355299039276931,0.5647348832322038,-0.5647348832322038
57,0.5424807103645386,-0.5424807103645386,0.570065634707882,-0.570065634707882
58,0.5394530468374837,-0.5394530468374837,0.5709254074314414,-0.5709254074314414
59,0.5409576515729562,-0.5409576515729562,0.5664012154487714,-0.5664012156392886
60,0.5351735271440221,-0.5351735271440221,0.5828741045575163,-0.5828741045575163
61,0.5503606511824253,-0.5503606513688563,0.5533881172741929,-0.5533881172741929
62,0.5403756881740287,-0.5403756881740287,0.5680538810007104,-0.5680538810007104
63,0.5414167519548942,-0.5414167519548942,0.5710285539224268,-0.5710285539224268
64,0.5507432926276414,-0.5507432926276414,0.5928849420591032,-0.5928849420591032
65,0.5355628055584442,-0.5355628055584442,0.5671027921344319,-0.5671027921344319
66,0.5393748380330335,-0.5393748380330335,0.5901492336024977,-0.5901492336024977
67,0.5543364096795799,-0.5543364096795799,0.5730035132963474,-0.5730035132963474
68,0.5491566205791749,-0.5491566205791749,0.5719133119604903,-0.5719133119604903
69,0.5518471015895233,-0.5518471019623853,0.581768935510557,-0.581768935510557
70,0.5579846698967232,-0.5579846698967232,0.587061362887082,-0.587061362887082
71,0.5513275442004097,-0.5513275443868407,0.5759749812078259,-0.5759749812078259
72,0.5590136760148329,-0.5590136760148329,0.5836653598717281,-0.5836653598717281
73,0.5502068867525743,-0.5502068867525743,0.592777025236931,-0.592777025236931
74,0.5652378860384998,-0.5652378860384998,0.5793224511897728,-0.5793224513802898
75,0.5579328528464746,-0.5579328532193365,0.5757695542622919,-0.5757695542622919
76,0.5649031926415881,-0.5649031926415881,0.5790426630952042,-0.5790426630952042
77,0.5585806243008434,-0.5585806243008434,0.5799229221256901,-0.5799229221256901
78,0.5557910474524954,-0.5557910474524954,0.5813294261557871,-0.5813294261557871
79,0.5648781538968431,-0.5648781538968431,0.5433387542968471,-0.5433387542968471
80,0.5626959294693293,-0.5626959294693293,0.5866203661922995,-0.5866203661922995
81,0.573965052976685,-0.573965052976685,0.5710044721490172,-0.5710044721490172
82,0.5624865264206512,-0.5624865264206512,0.5525097285775834,-0.5525097285775834
83,0.5669505347408708,-0.5669505343680088,0.5945828399157416,-0.5945828399157416
84,0.5623537495372762,-0.5623537495372762,0.5837119948374082,-0.5837119948374082
85,0.5710472258954734,-0.5710472258954734,0.5799976167069179,-0.5799976165164007
86,0.5766635130728005,-0.5766635130728005,0.5975731574237074,-0.5975731574237074
87,0.5770478224626495,-0.5770478224626495,0.5856164108672642,-0.5856164108672642
88,0.5714652880267228,-0.5714652880267228,0.5900981769169846,-0.5900981769169846
89,0.564490504462981,-0.564490504462981,0.6049788676984779,-0.6049788676984779
90,0.5743537714057356,-0.5743537714057356,0.5865467623488544,-0.5865467623488544
91,0.5716411258835575,-0.5716411258835575,0.5534142692611642,-0.5534142692611642
92,0.5632884551948261,-0.5632884551948261,0.6058492460751642,-0.6058492460751642
93,0.5787140455386593,-0.5787140455386593,0.6094548982028003,-0.6094548982028003
94,0.5651375209251827,-0.5651375212980446,0.5547334291074918,-0.5547334291074918
95,0.5765001660910326,-0.5765001660910326,0.587427890681785,-0.5874278910628192
96,0.5728957635467877,-0.5728957635467877,0.5939309144128947,-0.5939309144128947
97,0.572879174918975,-0.572879174918975,0.5841415512507364,-0.5841415508697022
98,0.5838917320173057,-0.5838917316444437,0.5844271797295575,-0.5844271797295575
99,0.5849548942335383,-0.5849548942335383,0.5954771800400459,-0.5954771800400459
100,0.5761862436078082,-0.5761862439806702,0.5920093432953368,-0.5920093432953368
101,0.5762779518256133,-0.5762779518256133,0.5817520497052092,-0.5817520497052092
102,0.5853428638226439,-0.5853428638226439,0.6002205652461204,-0.6002205652461204
103,0.5823201111536989,-0.5823201111536989,0.6019819120293883,-0.6019819120293883
104,0.5673513170647984,-0.5673513170647984,0.5786744135427693,-0.5786744135427693
105,0.5817830001700659,-0.5817830001700659,0.5847014286610633,-0.5847014286610633
106,0.5793175898139449,-0.5793175898139449,0.5968835769450828,-0.5968835769450828
107,0.5841467805053636,-0.5841467801325017,0.5985716526366804,-0.5985716526366804
108,0.582563857130966,-0.582563857130966,0.5987806447914669,-0.5987806447914669
109,0.5848451753723717,-0.5848451757452336,0.589983806980255,-0.589983806980255
110,0.5933558524347395,-0.5933558524347395,0.5868093670775357,-0.5868093674585699
111,0.5811617243918487,-0.5811617247647106,0.6075830541244925,-0.6075830541244925
112,0.5896590280681981,-0.5896590280681981,0.5953461072216295,-0.5953461072216295
113,0.584723291064715,-0.584723291064715,0.5973363461015432,-0.5973363457205089
114,0.5815534030251251,-0.5815534030251251,0.5993625354549111,-0.5993625354549111
115,0.578790365264712,-0.578790365264712,0.5940336532668598,-0.5940336532668598
116,0.5849109289899694,-0.5849109289899694,0.5682701508748477,-0.568270151255882
117,0.5894965218368442,-0.5894965218368442,0.6126873836669747,-0.6126873836669747
118,0.5792224904167748,-0.5792224904167748,0.5573537413388082,-0.5573537413388082
119,0.5822159096105914,-0.5822159096105914,0.5997690632463046,-0.5997690632463046
120,0.59013016208993,-0.5901301624627918,0.5982886244717254,-0.5982886244717254
121,0.583571421450222,-0.583571421450222,0.567148332889766,-0.5671483332708002
122,0.5816512359797262,-0.5816512359797262,0.6275546235036632,-0.6275546235036632
123,0.5968767807247172,-0.5968767807247172,0.5734845184844378,-0.5734845184844378
124,0.5991838306481546,-0.5991838302752927,0.5969102918557381,-0.5969102918557381
125,0.5993225804602492,-0.5993225804602492,0.5916169930810797,-0.5916169927000455
126,0.5896459110513982,-0.5896459110513982,0.5915923059258831,-0.5915923063069174
127,0.5893236728413388,-0.5893236728413388,0.5860028896701934,-0.5860028896701934
128,0.5850448317033463,-0.5850448313304843,0.6075722258929248,-0.6075722258929248
129,0.5911258990153124,-0.5911258990153124,0.5696247732258278,-0.5696247732258278
130,0.600642152137262,-0.600642152137262,0.6190317401602933,-0.6190317401602933
131,0.5875718653787982,-0.5875718653787982,0.6075568874132687,-0.6075568874132687
132,0.6027420611654253,-0.6027420611654253,0.5678315523960819,-0.5678315523960819
133,0.5931707132171583,-0.5931707132171583,0.6046379458414365,-0.6046379458414365
134,0.5968685985090905,-0.5968685985090905,0.6019695732691517,-0.6019695736501859
135,0.5888735109722114,-0.5888735109722114,0.5925089187273697,-0.5925089187273697
136,0.6033161811470665,-0.6033161811470665,0.5959198514620463,-0.5959198510810121
137,0.596772584401677,-0.596772584401677,0.5935787109479512,-0.5935787109479512
138,0.595746067882756,-0.595746067882756,0.6064862981234511,-0.6064862977424169
139,0.5916845517247995,-0.5916845513519375,0.5928367831391287,-0.5928367831391287
140,0.5934529660321219,-0.5934529664049839,0.5928240192535261,-0.5928240192535261
141,0.6022379468594279,-0.6022379468594279,0.5949795171006085,-0.5949795169100914
142,0.596103355594785,-0.596103355594785,0.5938266938135505,-0.5938266938135505
143,0.6006245345170206,-0.6006245345170206,0.5844302923167677,-0.5844302921262506
144,0.5978786763705985,-0.5978786763705985,0.5989733900342669,-0.5989733900342669
145,0.5967447699128356,-0.5967447699128356,0.6018130204993296,-0.6018130204993296
146,0.5967510712796604,-0.5967510712796604,0.5990473331926076,-0.5990473331926076
147,0.6042066365080928,-0.6042066365080928,0.5936349120858597,-0.5936349118953426
148,0.5995808483714818,-0.5995808483714818,0.6003858225530685,-0.6003858225530685
149,0.603487439939654,-0.603487439939654,0.590712323036368,-0.590712323036368
150,0.6002364019606132,-0.6002364019606132,0.6050634081505205,-0.6050634077694862
151,0.6079642255994441,-0.6079642255994441,0.5878602032792078,-0.5878602032792078
152,0.6078327172456627,-0.6078327172456627,0.5850194962057349,-0.5850194962057349
153,0.6054323257027832,-0.6054323253299212,0.6058665258699356,-0.6058665258699356
154,0.6007003230746033,-0.6007003230746033,0.6164648794011982,-0.6164648794011982
155,0.5988607574404085,-0.5988607574404085,0.6034524289440346,-0.6034524289440346
156,0.5998089888779791,-0.5998089888779791,0.5912569036766818,-0.5912569036766818
157,0.6113652994954447,-0.6113652994954447,0.582439093720423,-0.582439093720423
158,0.5944588294617292,-0.5944588294617292,0.6007910721922574,-0.6007910721922574
159,0.6004112238751873,-0.6004112238751873,0.6018462907778074,-0.6018462907778074
160,0.6076893418148439,-0.6076893418148439,0.6133688788435775,-0.6133688786530603
161,0.613976996694962,-0.613976996694962,0.599875634718159,-0.599875634718159
162,0.5980195320004112,-0.5980195320004112,0.616102241000084,-0.6161022413811182
163,0.6140766415988046,-0.6140766415988046,0.5973907305769725,-0.5973907305769725
164,0.609079975544927,-0.609079975544927,0.6138694254775026,-0.6138694254775026
165,0.6100051552723091,-0.6100051552723091,0.6047819824795745,-0.6047819824795745
166,0.609571216040365,-0.609571216040365,0.6044086588844316,-0.6044086588844316
